h3_index,SOC_res_250_b0 (g/kg),SOC_res_250_b10 (g/kg),soil_moisture_res_250_sm_surface (m3/m3),soil_pH_res_250_b0 (pH),soil_pH_res_250_b10 (pH),soil_temp_res_250_soil_temp_layer1 (K),lon,lat,point_count,h3_boundary_geojson
878b86b5affffff,4.362319,4.231884,0.2452287,5.2492757,5.268116,298.57715,-55.971795855072465,-12.78304279710145,69,"[[-55.96543616357446, -12.792331744118572], [-55.95833369089819, -12.781367990258964], [-55.96454027555993, -12.769435971994875], [-55.97784798799774, -12.768468596651939], [-55.984949460868016, -12.7794320117744], [-55.97874422140091, -12.791363140999914]]"
878b86b5bffffff,4.866667,4.4,0.2451101,5.0466666,5.0533338,298.58066,-55.9914676,-12.776214133333333,15,"[[-55.984949460868016, -12.7794320117744], [-55.97784798799774, -12.768468596651939], [-55.984053081603605, -12.756536689726989], [-55.997358302072506, -12.755569087635779], [-56.00445877375016, -12.76653216290412], [-55.99825502644558, -12.778463180140774]]"
878b86b5cffffff,5.6413045,5.2608695,0.24334832,5.298913,5.298913,298.5735,-55.99304132608695,-12.813466663043478,92,"[[-55.98674237999124, -12.825214292101489], [-55.97964050833077, -12.81425489606374], [-55.985845893662436, -12.802324548171319], [-55.99915180435964, -12.801354487444783], [-56.006252674561736, -12.81231354594507], [-56.000048635819084, -12.824243002732565]]"
878b86b5dffffff,4.477778,4.3444443,0.24348265,5.038889,5.035556,298.57846,-56.01260293333333,-12.800643444444445,90,"[[-56.006252674561736, -12.81231354594507], [-55.99915180435964, -12.801354487444783], [-56.00535569738161, -12.789424248616658], [-56.018659113205395, -12.78845396006726], [-56.025758980563964, -12.799412679914624], [-56.01955643523601, -12.811342026987539]]"
878b86b5effffff,3.5543478,3.4130435,0.24428107,5.076087,5.0891304,298.57306,-55.97243864130435,-12.803214163043478,92,"[[-55.96633210510469, -12.815224726508577], [-55.959229432904344, -12.804262981757907], [-55.96543616357446, -12.792331744118572], [-55.97874422140091, -12.791363140999914], [-55.985845893662436, -12.802324548171319], [-55.97964050833077, -12.81425489606374]]"
878b86b60ffffff,4.2,4.2555556,0.23817936,5.128889,5.13,298.56265,-56.03645828888888,-12.901928533333333,90,"[[-56.03024712218036, -12.913814907307378], [-56.023146259041674, -12.902866279189604], [-56.02934938669645, -12.890940084868115], [-56.042652028266055, -12.889963414614497], [-56.049751886512325, -12.900911708753485], [-56.043550108374795, -12.912837007148735]]"
878b86b61ffffff,5.550562,5.494382,0.2382927,5.3235955,5.3292136,298.56854,-56.05589565168539,-12.888666820224719,89,"[[-56.049751886512325, -12.900911708753485], [-56.042652028266055, -12.889963414614497], [-56.048853660960965, -12.878037321891815], [-56.06215380157614, -12.877060419910487], [-56.069252653547736, -12.888008378959057], [-56.06305237147185, -12.899933575103248]]"
878b86b62ffffff,3.5824175,3.4835165,0.23915924,5.2714286,5.2615385,298.561,-56.015991956043955,-12.891873164835166,91,"[[-56.009841118856, -12.903842715254], [-56.002739451513115, -12.892891728424829], [-56.008943927437656, -12.880964639530715], [-56.02224872272908, -12.87998943206212], [-56.02934938669645, -12.890940084868115], [-56.023146259041674, -12.902866279189604]]"
878b86b63ffffff,5.879121,5.802198,0.23925523,5.3340664,5.328572,298.56683,-56.0356118021978,-12.879336175824177,91,"[[-56.02934938669645, -12.890940084868115], [-56.02224872272908, -12.87998943206212], [-56.02845170479722, -12.868062444114374], [-56.04175400175289, -12.867087004221426], [-56.048853660960965, -12.878037321891815], [-56.042652028266055, -12.889963414614497]]"
878b86b64ffffff,5.266667,5.1222224,0.23709439,5.542222,5.538889,298.55847,-56.0373566,-12.924635866666666,90,"[[-56.03114491125331, -12.936686904645242], [-56.024043848935676, -12.925740304380534], [-56.03024712218036, -12.913814907307378], [-56.043550108374795, -12.912837007148735], [-56.05065016566688, -12.923783274590898], [-56.044448242083476, -12.935707775038237]]"
878b86b65ffffff,5.903226,6.0215054,0.23719455,5.2516127,5.2537637,298.56458,-56.05681764516129,-12.911652193548388,93,"[[-56.05065016566688, -12.923783274590898], [-56.043550108374795, -12.912837007148735], [-56.049751886512325, -12.900911708753485], [-56.06305237147185, -12.899933575103248], [-56.070151422356055, -12.910879508612004], [-56.063950994981646, -12.922803909728387]]"
878b86b66ffffff,3.8901098,3.7362638,0.23804882,5.3362637,5.3329673,298.55646,-56.0171272087912,-12.915046758241758,91,"[[-56.01073836384477, -12.926717968585095], [-56.00363649719754, -12.9157690076002], [-56.009841118856, -12.903842715254], [-56.023146259041674, -12.902866279189604], [-56.03024712218036, -12.913814907307378], [-56.024043848935676, -12.925740304380534]]"
878b86b68ffffff,4.5934067,4.5054946,0.23946051,5.321978,5.323077,298.57767,-56.074308494505495,-12.852929714285715,91,"[[-56.068353938356736, -12.865134432359563], [-56.06125528529016, -12.85418445093713], [-56.067455276778716, -12.84225767560261], [-56.08075257005149, -12.841281778241425], [-56.087850215596, -12.852231422303564], [-56.08165157568246, -12.864157301110923]]"
878b86b69ffffff,4.2608695,4.1847825,0.2394904,5.133696,5.128261,298.58255,-56.09410177173913,-12.840416152173912,92,"[[-56.087850215596, -12.852231422303564], [-56.08075257005149, -12.841281778241425], [-56.08695106482032, -12.829355114571444], [-56.10024585275257, -12.828378992164218], [-56.107342489396046, -12.839328297753818], [-56.10114534730059, -12.851254064246962]]"
878b86b6affffff,5.1363635,5.0795455,0.24044484,5.304546,5.3,298.57632,-56.054210147727275,-12.84340759090909,88,"[[-56.047955489008466, -12.855160120793913], [-56.040856028830966, -12.844207782760673], [-56.047057370650464, -12.832280112253095], [-56.06035682260955, -12.831305674975436], [-56.067455276778716, -12.84225767560261], [-56.06125528529016, -12.85418445093713]]"
878b86b6bffffff,4.4505496,4.252747,0.24053408,5.227473,5.220879,298.58127,-56.07359281318681,-12.830249791208791,91,"[[-56.067455276778716, -12.84225767560261], [-56.06035682260955, -12.831305674975436], [-56.066556668809326, -12.819378115482582], [-56.079853618039984, -12.818403452463409], [-56.08695106482032, -12.829355114571444], [-56.08075257005149, -12.841281778241425]]"
878b86b6cffffff,6.054348,5.9130435,0.23835398,5.356522,5.363044,298.57397,-56.075354402173915,-12.87608022826087,92,"[[-56.069252653547736, -12.888008378959057], [-56.06215380157614, -12.877060419910487], [-56.068353938356736, -12.865134432359563], [-56.08165157568246, -12.864157301110923], [-56.088749419998734, -12.87510492395752], [-56.08255063493725, -12.887030014278604]]"
878b86b6dffffff,6.0215054,6.2150536,0.2383927,5.032258,5.039785,298.57913,-56.09506848387097,-12.863428150537635,93,"[[-56.088749419998734, -12.87510492395752], [-56.08165157568246, -12.864157301110923], [-56.087850215596, -12.852231422303564], [-56.10114534730059, -12.851254064246962], [-56.10824218258251, -12.862201349780053], [-56.10204489548647, -12.874126330707131]]"
878b86b6effffff,6.483146,6.3595505,0.23936635,5.468539,5.466292,298.57245,-56.05501247191011,-12.866133314606742,89,"[[-56.048853660960965, -12.878037321891815], [-56.04175400175289, -12.867087004221426], [-56.047955489008466, -12.855160120793913], [-56.06125528529016, -12.85418445093713], [-56.068353938356736, -12.865134432359563], [-56.06215380157614, -12.877060419910487]]"
878b86b70ffffff,4.728261,4.6086955,0.23993772,5.351087,5.343478,298.55325,-55.97600259782609,-12.894998554347827,92,"[[-55.969916406469686, -12.906768622506835], [-55.96281293609614, -12.895814945980977], [-55.9690202508331, -12.883886867150927], [-55.9823296903242, -12.882913357434878], [-55.989432160227544, -12.893866701007429], [-55.98322619140447, -12.905793887272925]]"
878b86b71ffffff,4.0439563,3.956044,0.24010737,5.4296703,5.428571,298.55957,-55.99568115384615,-12.881878120879122,91,"[[-55.989432160227544, -12.893866701007429], [-55.9823296903242, -12.882913357434878], [-55.98853551326944, -12.870985375322705], [-56.001842459391455, -12.870011630024726], [-56.008943927437656, -12.880964639530715], [-56.002739451513115, -12.892891728424829]]"
878b86b72ffffff,3.4725275,3.4065933,0.24085468,5.124176,5.124176,298.5522,-55.95562723076924,-12.884568153846153,91,"[[-55.949501005584125, -12.896788217652292], [-55.94239673581658, -12.885832186313245], [-55.948605395215075, -12.873903216274329], [-55.9619169800144, -12.87293116880677], [-55.9690202508331, -12.883886867150927], [-55.96281293609614, -12.895814945980977]]"
878b86b73ffffff,3.8351648,3.6373627,0.24102761,5.2813187,5.2780223,298.55835,-55.97522225274725,-12.87198189010989,91,"[[-55.9690202508331, -12.883886867150927], [-55.9619169800144, -12.87293116880677], [-55.96812414872966, -12.861002294832081], [-55.98143324278807, -12.860030011087511], [-55.98853551326944, -12.870985375322705], [-55.9823296903242, -12.882913357434878]]"
878b86b74ffffff,4.4891305,4.3152175,0.23885474,5.061957,5.0576086,298.54825,-55.97693019565217,-12.917749380434783,92,"[[-55.970812615643744, -12.929647554105642], [-55.96370894570768, -12.918695902567567], [-55.969916406469686, -12.906768622506835], [-55.98322619140447, -12.905793887272925], [-55.99032886073745, -12.916745207012811], [-55.984122746033236, -12.928671593808495]]"
878b86b75ffffff,3.4505494,3.4065933,0.23902096,5.1395607,5.1318684,298.55484,-55.99664363736264,-12.904681626373625,91,"[[-55.99032886073745, -12.916745207012811], [-55.98322619140447, -12.905793887272925], [-55.989432160227544, -12.893866701007429], [-56.002739451513115, -12.892891728424829], [-56.009841118856, -12.903842715254], [-56.00363649719754, -12.9157690076002]]"
878b86b76ffffff,5.211111,5.177778,0.23974934,5.2988887,5.2988887,298.5468,-55.956657988888885,-12.907817522222222,90,"[[-55.95039666947192, -12.91967039798902], [-55.94329220001675, -12.908716389623178], [-55.949501005584125, -12.896788217652292], [-55.96281293609614, -12.895814945980977], [-55.969916406469686, -12.906768622506835], [-55.96370894570768, -12.918695902567567]]"
878b86ba5ffffff,4.5333333,4.5333333,0.24088162,5.07,5.0666666,298.51053,-55.78380696666667,-12.933793766666666,30,"[[-55.770975783532734, -12.944218514097177], [-55.763863188564436, -12.933253454959404], [-55.7700847781142, -12.921321330056506], [-55.78341762875194, -12.92035514750669], [-55.79052923773644, -12.9313198802306], [-55.78430898236509, -12.94325112194117]]"
878b86ba9ffffff,4.516129,4.677419,0.24377556,5.193548,5.190323,298.53806,-55.819971483870965,-12.865215096774193,31,"[[-55.80829480169813, -12.872625479703453], [-55.80118458126019, -12.86165704100103], [-55.80740291244042, -12.849723460448438], [-55.82073012821892, -12.848759201725327], [-55.82783936013368, -12.859727309476122], [-55.82162236509044, -12.871660006924413]]"
878b86bacffffff,4.78,4.8,0.24239004,5.038,5.0420003,298.52463,-55.79979714,-12.89877442,50,"[[-55.78963773678822, -12.908423095205567], [-55.78252632851982, -12.8974563429856], [-55.78874628922451, -12.885523483722121], [-55.80207632333669, -12.884558259851795], [-55.80918674435073, -12.895524683390029], [-55.80296811880464, -12.907456659503204]]"
878b86badffffff,5.693182,5.806818,0.24294244,4.9988637,5.0068183,298.53146,-55.81569722727272,-12.884086897727274,88,"[[-55.80918674435073, -12.895524683390029], [-55.80207632333669, -12.884558259851795], [-55.80829480169813, -12.872625479703453], [-55.82162236509044, -12.871660006924413], [-55.82873179744907, -12.882626100663444], [-55.822514655368145, -12.894557997003602]]"
