municipality_with_state,municipality_name,state_abbrev,Pineapple* (ha),Acai (ha),Alfalfa (hay) (ha),Tree cotton (seed cotton) (ha),Tree cotton (seed cotton) (ton),Residue tree cotton (seed cotton) (ton),Upland cotton (seed cotton) (ha),Upland cotton (seed cotton) (ton),Residue upland cotton (seed cotton) (ton),Garlic (ha),Peanut (in shell) (ha),Rice (paddy) (ha),Rice (paddy) (ton),Residue rice (paddy) (ton),Oats (grain) (ha),Oats (grain) (ton),Residue oats (grain) (ton),Olive (ha),Banana (bunch) (ha),Sweet potato (ha),Potato (ha),Rubber (coagulated latex) (ha),Rubber (liquid latex) (ha),Cocoa (bean) (ha),Coffee (green) total (ha),Coffee (green) total (ton),Residue coffee (green) total (ton),"Coffee (Arabica, green) (ha)","Coffee (Arabica, green) (ton)","Residue coffee (Arabica, green) (ton)","Coffee (Canephora/Robusta, green) (ha)","Coffee (Canephora/Robusta, green) (ton)","Residue coffee (Canephora/Robusta, green) (ton)",Cashew (fruit) (ha),Sugarcane (ha),Forage cane (ha),Persimmon (ha),Cashew nut (ha),Onion (ha),Rye (grain) (ha),Rye (grain) (ton),Barley (grain) (ha),Barley (grain) (ton),Residue barley (grain) (ton),Tea (green leaf) (ha),Coconut (baía)* (ha),Oil palm (bunch) (ha),Yerba mate (green leaf) (ha),Pea (grain) (ha),Fava bean (grain) (ha),Beans (dry grain) (ha),Fig (ha),Tobacco (leaf) (ha),Sunflower (grain) (ha),Guava (ha),Guarana (seed) (ha),Jute (fiber) (ha),Orange (ha),Lemon (ha),Flax (seed) (ha),Apple (ha),Mallow (fiber) (ha),Papaya (ha),Castor bean (ha),Cassava (ha),Mango (ha),Passion fruit (ha),Quince (ha),Watermelon (ha),Melon (ha),Corn (grain) (ha),Corn (grain) (ton),Residue corn (grain) (ton),Walnut (dried fruit) (ha),Heart of palm (ha),Pear (ha),Peach (ha),Black pepper (ha),Ramie (fiber) (ha),Sisal or agave (fiber) (ha),Soybean (grain) (ha),Soybean (grain) (ton),Residue soybean (grain) (ton),Sorghum (grain) (ha),Tangerine (ha),Tomato (ha),Wheat (grain) (ha),Wheat (grain) (ton),Residue wheat (grain) (ton),Triticale (grain) (ha),Triticale (grain) (ton),Residue triticale (grain) (ton),Tung (dry fruit) (ha),Annatto (seed) (ha),Grapes (ha)
Mirinzal (MA),Mirinzal,MA,,,,,0.0,0.0,,0.0,0.0,,,14.0,97.11649046,44.18314734,,0.0,0.0,,8.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,44.0,,,,,,0.0,,0.0,0.0,,,,,,,21.0,,,,,,,,,,,,,,430.0,,,,19.0,,323.0,1909.914298,1093.497056,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Monção (MA),Monção,MA,,,,,0.0,0.0,,0.0,0.0,,,261.0,1810.528858,823.7001039,,0.0,0.0,,3.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,23.0,,,0.0,,0.0,0.0,,,,,,,122.0,,,,,,,,,,,,,,175.0,,,,,,210.0,1241.739946,710.9423585,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Montes Altos (MA),Montes Altos,MA,,,,,0.0,0.0,,0.0,0.0,,,81.0,561.8882662,255.6310667,,0.0,0.0,,4.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,90.0,,,,,,,,,,,,,,40.0,,,,20.0,,220.0,1300.87042,744.7967565,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Morros (MA),Morros,MA,,,,,0.0,0.0,,0.0,0.0,,,9.0,62.43202958,28.40345186,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,10.0,,,0.0,,0.0,0.0,,,,,,,29.0,,,,,,,,,,,,,,570.0,,,,,,79.0,467.1307416,267.4497444,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Nina Rodrigues (MA),Nina Rodrigues,MA,,,,,0.0,0.0,,0.0,0.0,,,178.0,1234.766807,561.757159,,0.0,0.0,,2.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,13.0,,,,,,,1.0,,,,,,,200.0,,,,,,130.0,768.696157,440.1071743,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Nova Colinas (MA),Nova Colinas,MA,,,,,0.0,0.0,,0.0,0.0,,,114.0,790.8057081,359.7770569,,0.0,0.0,,1.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.0,,,,,,0.0,,0.0,0.0,,23.0,,,,,161.0,,,,,,,,,,,,,,415.0,,,,,,3100.0,18330.44682,10494.86339,,,,,,,,3260.0,11166.53651,7561.625209,,,,,0.0,0.0,,0.0,0.0,,,
Nova Iorque (MA),Nova Iorque,MA,,,,,0.0,0.0,,0.0,0.0,,,284.0,1970.077378,896.2867031,,0.0,0.0,,6.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,5.0,,,,5.0,90.0,,,,,,,,,,,,,,15.0,,,,7.0,,288.0,1702.95764,975.0066631,,,,,,,,1450.0,4966.711022,3363.299556,,,,,0.0,0.0,,0.0,0.0,,,
Nova Olinda do Maranhão (MA),Nova Olinda do Maranhão,MA,,,,,0.0,0.0,,0.0,0.0,,,157.0,1089.092072,495.482438,,0.0,0.0,,4.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,14.0,,,0.0,,0.0,0.0,,1.0,,,,,133.0,,,,,,,,,,,,,,263.0,,,,,,139.0,821.9135832,470.5761325,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Olho d'Água das Cunhãs (MA),Olho d'Água das Cunhãs,MA,,,,,0.0,0.0,,0.0,0.0,,,110.0,763.0581393,347.1533005,,0.0,0.0,,12.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,180.0,,,,,,,,,,,,,,120.0,,,,,,220.0,1300.87042,744.7967565,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Olinda Nova do Maranhão (MA),Olinda Nova do Maranhão,MA,,,,,0.0,0.0,,0.0,0.0,,,120.0,832.4270611,378.7126914,,0.0,0.0,,2.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,5.0,,,,,,,,,,,,,,290.0,,,,3.0,,80.0,473.0437889,270.8351842,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Paço do Lumiar (MA),Paço do Lumiar,MA,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,4.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,191.0,,,,,11.0,,,,,,,,,,,,,,10.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Palmeirândia (MA),Palmeirândia,MA,,,,,0.0,0.0,,0.0,0.0,,,70.0,485.5824523,220.9157367,,0.0,0.0,,36.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,46.0,,,,,,0.0,,0.0,0.0,,29.0,,,,,42.0,,,,,,,,12.0,,,,,,659.0,16.0,,,115.0,,540.0,3193.045575,1828.137493,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Paraibano (MA),Paraibano,MA,,,,,0.0,0.0,,0.0,0.0,,,158.0,1096.028964,498.6383771,,0.0,0.0,,11.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,45.0,,,,,,0.0,,0.0,0.0,,,,,,128.0,264.0,,,,,,,,,,,,,,20.0,,,,5.0,,235.0,1389.56613,795.5783535,,,,,,,,1220.0,4178.887895,2829.810661,,,,,0.0,0.0,,0.0,0.0,,,
Parnarama (MA),Parnarama,MA,,,,,0.0,0.0,,0.0,0.0,,,1200.0,8324.270611,3787.126914,,0.0,0.0,,1.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,140.0,,,30.0,,,0.0,,0.0,0.0,,,,,,,1090.0,,,,,,,1.0,,,,,,,500.0,,,,,,4300.0,25426.10365,14557.39115,,,,,,,,18500.0,63368.38201,42911.0633,,,,,0.0,0.0,,0.0,0.0,,,
Passagem Franca (MA),Passagem Franca,MA,,,,,0.0,0.0,,0.0,0.0,,,377.0,2615.20835,1189.789039,,0.0,0.0,,2.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,74.0,,,90.0,,,0.0,,0.0,0.0,,,,,,155.0,245.0,,,,,,,,,,,,,,30.0,,,,,,350.0,2069.566576,1184.903931,,,,,,,,5027.0,17219.07332,11660.21163,,,,,0.0,0.0,,0.0,0.0,,,
Pastos Bons (MA),Pastos Bons,MA,,,,,0.0,0.0,,0.0,0.0,,,350.0,2427.912262,1104.578683,,0.0,0.0,,13.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,217.0,,,,,,0.0,,0.0,0.0,,,,,,25.0,213.0,,,,,,,2.0,,,,,,,27.0,,,,5.0,,1980.0,11707.83378,6703.170809,,,,,,,,10407.0,35647.28387,24139.21274,,,,,0.0,0.0,,0.0,0.0,,,
Paulino Neves (MA),Paulino Neves,MA,,,,,0.0,0.0,,0.0,0.0,,,34.0,235.854334,107.3019292,,0.0,0.0,,3.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,7.0,,,262.0,,,0.0,,0.0,0.0,,6.0,,,,,54.0,,,,,,,1.0,,,,,,,365.0,,,,,,92.0,544.0003572,311.4604618,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Paulo Ramos (MA),Paulo Ramos,MA,,,,,0.0,0.0,,0.0,0.0,,,365.0,2531.965644,1151.91777,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,258.0,,,,,,,,,,,,,,95.0,,,,,,280.0,1655.653261,947.9231446,,,,,,,,800.0,2740.254357,1855.613548,,,,,0.0,0.0,,0.0,0.0,,,
Pedreiras (MA),Pedreiras,MA,,,,,0.0,0.0,,0.0,0.0,,,84.0,582.6989428,265.098884,,0.0,0.0,,113.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,106.0,,,,,,,,,,,,,,55.0,,,,,,101.0,597.2177835,341.92942,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Pedro do Rosário (MA),Pedro do Rosário,MA,8.0,,,,0.0,0.0,,0.0,0.0,,,192.0,1331.883298,605.9403063,,0.0,0.0,,5.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,12.0,,,0.0,,0.0,0.0,,,,,,,20.0,,,,,,,,,,,,,,710.0,,,,16.0,,379.0,2241.04495,1283.081685,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Penalva (MA),Penalva,MA,,30.0,,,0.0,0.0,,0.0,0.0,,,150.0,1040.533826,473.3908643,,0.0,0.0,,7.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,,,,,,0.0,,0.0,0.0,,2.0,,,,,13.0,,,,,,,,,,,,,,650.0,,,,26.0,,243.0,1436.870509,822.661872,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Peri Mirim (MA),Peri Mirim,MA,,,,,0.0,0.0,,0.0,0.0,,,22.0,152.6116279,69.4306601,,0.0,0.0,,15.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,22.0,,,,,13.0,,,,,,,,12.0,,,,,,369.0,,,,16.0,,205.0,1212.174709,694.0151595,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Peritoró (MA),Peritoró,MA,,,,,0.0,0.0,,0.0,0.0,,,550.0,3815.290697,1735.766502,,0.0,0.0,,5.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,,,2.0,,,0.0,,0.0,0.0,,2.0,,,,,112.0,,,,,,,2.0,,,,,,,145.0,,,,2.0,,360.0,2128.69705,1218.758329,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Pindaré-Mirim (MA),Pindaré-Mirim,MA,,,,,0.0,0.0,,0.0,0.0,,25.0,100.0,693.6892176,315.5939095,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,36.0,,,,,,,,,,,,,,35.0,,,,,,44.0,260.1740839,148.9593513,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Pinheiro (MA),Pinheiro,MA,,,,,0.0,0.0,,0.0,0.0,,,64.0,443.9610993,201.9801021,,0.0,0.0,,27.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,41.0,,,,,,0.0,,0.0,0.0,,20.0,,,,,71.0,,,,,,,,25.0,,,,,,1151.0,23.0,,,41.0,,611.0,3612.871938,2068.503719,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Pio XII (MA),Pio XII,MA,5.0,4.0,,,0.0,0.0,,0.0,0.0,,,192.0,1331.883298,605.9403063,,0.0,0.0,,6.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,158.0,,,,,,,,,,,,,,226.0,,,,,,236.0,1395.479177,798.9637933,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Pirapemas (MA),Pirapemas,MA,,,,,0.0,0.0,,0.0,0.0,,,650.0,4508.979914,2051.360412,,0.0,0.0,,2.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,125.0,,,,,,,,,,,,,,140.0,,,,,,330.0,1951.305629,1117.195135,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Poção de Pedras (MA),Poção de Pedras,MA,,,,,0.0,0.0,,0.0,0.0,,,72.0,499.4562367,227.2276149,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,43.0,,,,,,,,,,,,,,67.0,,,,,,127.0,750.9570149,429.9508549,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Porto Franco (MA),Porto Franco,MA,,,,,0.0,0.0,,0.0,0.0,,2.0,19.0,131.8009513,59.96284281,,0.0,0.0,,155.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,34.0,,,,,,,,,,,,2.0,,26.0,,,,21.0,,1210.0,7154.787307,4096.382161,,,,,,,,1173.0,4017.897951,2720.793365,,,,,0.0,0.0,,0.0,0.0,,,
Porto Rico do Maranhão (MA),Porto Rico do Maranhão,MA,,,,,0.0,0.0,,0.0,0.0,,,4.0,27.7475687,12.62375638,,0.0,0.0,,8.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,30.0,,,,,18.0,,,,,,,,,,,,,,391.0,,,,,,53.0,313.3915102,179.4283095,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Presidente Dutra (MA),Presidente Dutra,MA,,,,,0.0,0.0,,0.0,0.0,,,226.0,1567.737632,713.2422356,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,16.0,,,,,,0.0,,0.0,0.0,,,,,,,348.0,,,,,,,,,,,,,,25.0,,,,,,1370.0,8100.874885,4638.052529,,,,,,,,,0.0,0.0,,,15.0,,0.0,0.0,,0.0,0.0,,,
Presidente Juscelino (MA),Presidente Juscelino,MA,,,,,0.0,0.0,,0.0,0.0,,,2.0,13.87378435,6.311878191,,0.0,0.0,,6.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,13.0,,,,,12.0,,,,,,,3.0,,,,,,,345.0,,,,,,30.0,177.3914208,101.5631941,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Presidente Médici (MA),Presidente Médici,MA,,,,,0.0,0.0,,0.0,0.0,,,32.0,221.9805496,100.9900511,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,5.0,,,0.0,,0.0,0.0,,,,,,,60.0,,,,,,,,,,,,,,170.0,,,,,,60.0,354.7828417,203.1263881,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Presidente Sarney (MA),Presidente Sarney,MA,,,,,0.0,0.0,,0.0,0.0,,,45.0,312.1601479,142.0172593,,0.0,0.0,,35.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,31.0,,,,,43.0,,,,,,,,12.0,,,,,,762.0,13.0,,,17.0,,589.0,3482.784896,1994.024044,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Presidente Vargas (MA),Presidente Vargas,MA,,,,,0.0,0.0,,0.0,0.0,,,312.0,2164.310359,984.6529978,,0.0,0.0,,1.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,17.0,,,,,,,1.0,,,,,,,329.0,,,,,,272.0,1608.348882,920.8396262,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Primeira Cruz (MA),Primeira Cruz,MA,,,,,0.0,0.0,,0.0,0.0,,,2.0,13.87378435,6.311878191,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,125.0,,,0.0,,0.0,0.0,,9.0,,,,,17.0,,,,,,,,,,,,,,95.0,,,,,,18.0,106.4348525,60.93791644,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Raposa (MA),Raposa,MA,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,3.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,13.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Riachão (MA),Riachão,MA,,,,,0.0,0.0,,0.0,0.0,,,1636.0,11348.7556,5163.11636,,0.0,0.0,,36.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,,,,,,0.0,,0.0,0.0,,,,,,,1810.0,,,,,,,,,,,,,,300.0,,,,,,21470.0,126953.1268,72685.39256,,,,,,,,52620.0,180240.2303,122052.9811,830.0,,,,0.0,0.0,,0.0,0.0,,,
Ribamar Fiquene (MA),Ribamar Fiquene,MA,,,,,0.0,0.0,,0.0,0.0,,,24.0,166.4854122,75.74253829,,0.0,0.0,,245.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1639.0,,,3.0,,,0.0,,0.0,0.0,,3.0,,,,,23.0,,,,,,,,,,,,,,14.0,,,,12.0,,236.0,1395.479177,798.9637933,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Rosário (MA),Rosário,MA,,,,,0.0,0.0,,0.0,0.0,,,12.0,83.24270611,37.87126914,,0.0,0.0,,11.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,,,,,,0.0,,0.0,0.0,,,,,,,23.0,,,,,,,3.0,,,,,,,95.0,,,,,,40.0,236.5218945,135.4175921,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Sambaíba (MA),Sambaíba,MA,,,,,0.0,0.0,,0.0,0.0,,,587.0,4071.955707,1852.536249,,0.0,0.0,,15.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,29.0,,,,,,0.0,,0.0,0.0,,,,,,,935.0,,,,,,,,,,,,,,174.0,,,,,,20995.0,124144.4294,71077.30865,,,,,,,,45410.0,155543.6879,105329.264,2060.0,,,,0.0,0.0,,0.0,0.0,,,
Santa Filomena do Maranhão (MA),Santa Filomena do Maranhão,MA,,,,,0.0,0.0,,0.0,0.0,,,86.0,596.5727271,271.4107622,,0.0,0.0,,6.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,56.0,,,,,,,,,,,,,,45.0,,,,,,380.0,2246.957997,1286.467125,,,,,,,,102.0,349.3824305,236.5907274,,,,,0.0,0.0,,0.0,0.0,,,
Santa Helena (MA),Santa Helena,MA,,,,,0.0,0.0,,0.0,0.0,,,73.0,506.3931288,230.383554,,0.0,0.0,,20.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,21.0,,,,,46.0,,,,,,,,,,,,,,365.0,,,,26.0,,364.0,2152.34924,1232.300088,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Santa Inês (MA),Santa Inês,MA,18.0,,,,0.0,0.0,,0.0,0.0,,18.0,79.0,548.0144819,249.3191885,,0.0,0.0,,12.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,7.0,,,,,66.0,,,,,,,,,,,,,,109.0,,,,,,60.0,354.7828417,203.1263881,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Santa Luzia (MA),Santa Luzia,MA,,,,,0.0,0.0,,0.0,0.0,,,911.0,6319.508772,2875.060516,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,4.0,,,,,583.0,,,,,,,,,,,,,,134.0,,,,,,23500.0,138956.613,79557.83535,,,,,,,,13000.0,44529.1333,30153.72016,,,,,0.0,0.0,,0.0,0.0,,,
Santa Luzia do Paruá (MA),Santa Luzia do Paruá,MA,,42.0,,,0.0,0.0,,0.0,0.0,,,40.0,277.475687,126.2375638,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,20.0,,,0.0,,0.0,0.0,,10.0,,,,,170.0,,,,,,,,,,,,,,210.0,,,,,,60.0,354.7828417,203.1263881,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Santa Quitéria do Maranhão (MA),Santa Quitéria do Maranhão,MA,,,,,0.0,0.0,,0.0,0.0,,,98.0,679.8154332,309.2820314,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,32.0,,,62.0,,,0.0,,0.0,0.0,,3.0,,,,,316.0,,,,,,,,,,,,,,373.0,,,,,,904.0,5345.394815,3060.437581,,,,,,,,3911.0,13396.41849,9071.630733,,,,,0.0,0.0,,0.0,0.0,,,
Santa Rita (MA),Santa Rita,MA,,,,,0.0,0.0,,0.0,0.0,,,9.0,62.43202958,28.40345186,,0.0,0.0,,4.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,10.0,,,,,23.0,,,,,,,3.0,,,,,,,210.0,,,,,,32.0,189.2175156,108.3340737,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Santana do Maranhão (MA),Santana do Maranhão,MA,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,2.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,48.0,,,0.0,,0.0,0.0,,10.0,,,,,293.0,,,,,,,1.0,,,,,,,280.0,,,,,,312.0,1844.870777,1056.257218,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Santo Amaro do Maranhão (MA),Santo Amaro do Maranhão,MA,,,,,0.0,0.0,,0.0,0.0,,,5.0,34.68446088,15.77969548,,0.0,0.0,,5.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,2820.0,,,0.0,,0.0,0.0,,15.0,,,,,13.0,,,,,,,,,,,,,,93.0,,,,,,28.0,165.5653261,94.79231446,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
Santo Antônio dos Lopes (MA),Santo Antônio dos Lopes,MA,,,,,0.0,0.0,,0.0,0.0,,,76.0,527.2038054,239.8513713,,0.0,0.0,,50.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,45.0,,,,,,0.0,,0.0,0.0,,,,,,,51.0,,,,,,,,,,,,,,12.0,,,,,,40.0,236.5218945,135.4175921,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
São Benedito do Rio Preto (MA),São Benedito do Rio Preto,MA,,,,,0.0,0.0,,0.0,0.0,,,215.0,1491.431818,678.5269055,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,70.0,,,8.0,,,0.0,,0.0,0.0,,,,,,,27.0,,,,,,,,,,,,,,500.0,,,,,,210.0,1241.739946,710.9423585,,,,,,,,1700.0,5823.040509,3943.17879,,,,,0.0,0.0,,0.0,0.0,,,
São Bento (MA),São Bento,MA,,,,,0.0,0.0,,0.0,0.0,,,79.0,548.0144819,249.3191885,,0.0,0.0,,26.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,16.0,,,,,16.0,,,,,,,,15.0,,,,,,394.0,15.0,,,27.0,,300.0,1773.914208,1015.631941,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
São Bernardo (MA),São Bernardo,MA,,,,,0.0,0.0,,0.0,0.0,,,22.0,152.6116279,69.4306601,,0.0,0.0,,5.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,47.0,,,140.0,,,0.0,,0.0,0.0,,3.0,,,,,267.0,,,,,,,,,,,,,,315.0,,,,,,1200.0,7095.656834,4062.527763,,,,,,,,1630.0,5583.268253,3780.812604,,,,,0.0,0.0,,0.0,0.0,,,
São Domingos do Azeitão (MA),São Domingos do Azeitão,MA,,,,,0.0,0.0,,0.0,0.0,,,800.0,5549.513741,2524.751276,,0.0,0.0,,10.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,21.0,,,,,,0.0,,0.0,0.0,,,,,,5.0,4886.0,,,,,,,,,,,,,,14.0,,,,,,8500.0,50260.90257,28776.23832,,,,,,,,31116.0,106582.1932,72174.08895,300.0,,,,0.0,0.0,,0.0,0.0,,,
São Domingos do Maranhão (MA),São Domingos do Maranhão,MA,1670.0,,,,0.0,0.0,,0.0,0.0,,,165.0,1144.587209,520.7299507,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,58.0,,,0.0,,0.0,0.0,,4.0,,,,,464.0,,,,,,,,,,,,,,680.0,,,,32.0,,1250.0,7391.309202,4231.799753,,,,,,,,3460.0,11851.60009,8025.528596,,,,,0.0,0.0,,0.0,0.0,,,
São Félix de Balsas (MA),São Félix de Balsas,MA,,,,,0.0,0.0,,0.0,0.0,,,1245.0,8636.430759,3929.144174,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,182.0,,,,,,,,,,,,,,43.0,,,,,,2123.0,12553.39955,7187.2887,,,,,,,,4910.0,16818.31112,11388.82815,,,,,0.0,0.0,,0.0,0.0,,,
